accession,filed_date,acceptance_datetime,subject_cik,subject_name,ticker_raw,symbol,map_method,S,elig_ok,taint_ok,entry_dt,split,hold_label
0000950170-22-010769,2022-05-26,,1846576,"FIGS, Inc.  (FIGS)  (CIK 0001846576)",FIGS,FIGS,ticker,1612,True,True,2022-05-27,VAL,report_only
0000902664-22-003123,2022-05-27,,1490281,"Groupon, Inc.  (GRPN)  (CIK 0001490281)",GRPN,GRPN,ticker,1613,True,True,2022-05-31,VAL,report_only
0001140361-22-021048,2022-05-27,,1704711,"Funko, Inc.  (FNKO)  (CIK 0001704711)",FNKO,FNKO,ticker,1613,True,True,2022-05-31,VAL,report_only
0001193125-22-161268,2022-05-27,,1881487,ProFrac Holding Corp.  (ACDC)  (CIK 0001881487),ACDC,ACDC,ticker,1613,True,True,2022-05-31,VAL,report_only
0001193125-22-162312,2022-05-27,,1658566,"Centennial Resource Development, Inc.  (PR)  (CIK 0001658566)",PR,PR,ticker,1613,True,True,2022-05-31,VAL,report_only
0000921895-22-001834,2022-05-31,,1130713,"OVERSTOCK.COM, INC  (BYON)  (CIK 0001130713)",BYON,NXH,cik,1614,True,True,2022-06-01,VAL,report_only
0001104659-22-067106,2022-06-01,,1820872,"Global Business Travel Group, Inc.  (GBTG)  (CIK 0001820872)",GBTG,GBTG,ticker,1615,True,True,2022-06-02,VAL,report_only
0001193125-22-167306,2022-06-03,,1692115,"Southwest Gas Holdings, Inc.  (SWX)  (CIK 0001692115)",SWX,SWX,ticker,1617,True,True,2022-06-06,VAL,report_only
0000902664-22-003160,2022-06-03,,1725160,"Zentalis Pharmaceuticals, Inc.  (ZNTL)  (CIK 0001725160)",ZNTL,ZNTL,ticker,1617,True,True,2022-06-06,VAL,report_only
0001193125-22-168473,2022-06-06,,1906324,QuidelOrtho Corp  (QDEL)  (CIK 0001906324),QDEL,QDEL,ticker,1618,True,True,2022-06-07,VAL,report_only
0001214659-22-007975,2022-06-13,,923601,SINGING MACHINE CO INC  (MICS)  (CIK 0000923601),MICS,RIME,cik,1623,True,True,2022-06-14,VAL,report_only
0001193125-22-176549,2022-06-17,,1837240,Symbotic Inc.  (SYM)  (CIK 0001837240),SYM,SYM,ticker,1627,True,True,2022-06-21,VAL,report_only
0000104169-22-000040,2022-06-17,,104169,Walmart Inc.  (WMT)  (CIK 0000104169),WMT,WMT,ticker,1627,True,True,2022-06-21,VAL,report_only
0001437749-22-015512,2022-06-21,,788965,HALLADOR ENERGY CO  (HNRG)  (CIK 0000788965),HNRG,HNRG,ticker,1628,True,True,2022-06-22,VAL,report_only
0000807249-22-000074,2022-06-23,,1042893,DRIL-QUIP INC  (DRQ)  (CIK 0001042893),DRQ,INVX,cik,1630,True,True,2022-06-24,VAL,report_only
0001213900-22-037912,2022-07-07,,1884082,"Polestar Automotive Holding UK PLC  (PSNY, PLSAY, PSNYW)  (CIK 0001884082)",,PSNY,cik,1639,True,True,2022-07-08,VAL,report_only
0001193125-22-190577,2022-07-08,,1398805,Beam Global  (BEEM)  (CIK 0001398805),BEEM,BEEM,ticker,1640,True,True,2022-07-11,VAL,report_only
0001193125-22-191349,2022-07-11,,820318,II-VI INC  (COHR)  (CIK 0000820318),COHR,COHR,ticker,1641,True,True,2022-07-12,VAL,report_only
0001140361-22-025727,2022-07-11,,1879016,Ivanhoe Electric Inc.  (IE)  (CIK 0001879016),IE,IE,ticker,1641,True,True,2022-07-12,VAL,report_only
0001104659-22-078953,2022-07-12,,1439288,Zurn Water Solutions Corp  (ZWS)  (CIK 0001439288),ZWS,ZWS,ticker,1642,True,True,2022-07-13,VAL,report_only
0000895345-22-000552,2022-07-18,,1528115,"Annexon, Inc.  (ANNX)  (CIK 0001528115)",ANNX,ANNX,ticker,1646,True,True,2022-07-19,VAL,report_only
0001731122-22-001233,2022-07-20,,926282,"ADTRAN Holdings, Inc.  (ADTN)  (CIK 0000926282)",ADTN,ADTN,ticker,1648,True,True,2022-07-21,VAL,report_only
0001214659-22-009064,2022-07-21,,1665988,Bioventus Inc.  (BVS)  (CIK 0001665988),BVS,BVS,ticker,1649,True,True,2022-07-22,VAL,report_only
0001104659-22-082403,2022-07-25,,1497645,"Summit Hotel Properties, Inc.  (INN, INN-PE, INN-PF)  (CIK 0001497645)",,INN,cik,1651,True,True,2022-07-26,VAL,report_only
0001058854-22-000033,2022-07-26,,1113809,BUILD-A-BEAR WORKSHOP INC  (BBW)  (CIK 0001113809),BBW,BBW,ticker,1652,True,True,2022-07-27,VAL,report_only
0001213900-22-042843,2022-07-29,,1842279,OPAL Fuels Inc.  (OPAL)  (CIK 0001842279),OPAL,OPAL,ticker,1655,True,True,2022-08-01,VAL,report_only
0001140361-22-027705,2022-08-01,,1898496,"Getty Images Holdings, Inc.  (GETY)  (CIK 0001898496)",GETY,GETY,ticker,1656,True,True,2022-08-02,VAL,report_only
0001193125-22-213610,2022-08-05,,1754068,"Allovir, Inc.  (ALVR)  (CIK 0001754068)",ALVR,KLRS,cik,1660,True,True,2022-08-08,VAL,report_only
0001011438-22-000245,2022-08-08,,67716,MDU RESOURCES GROUP INC  (MDU)  (CIK 0000067716),MDU,MDU,ticker,1661,True,True,2022-08-09,VAL,report_only
0001564590-22-028823,2022-08-10,,1878313,"MAIA Biotechnology, Inc.  (MAIA)  (CIK 0001878313)",MAIA,MAIA,ticker,1663,True,True,2022-08-11,VAL,report_only
0001193125-22-216356,2022-08-10,,922864,APARTMENT INVESTMENT & MANAGEMENT CO  (AIV)  (CIK 0000922864),AIV,AIV,ticker,1663,True,True,2022-08-11,VAL,report_only
0001418812-22-000049,2022-08-11,,71691,NEW YORK TIMES CO  (NYT)  (CIK 0000071691),NYT,NYT,ticker,1664,True,True,2022-08-12,VAL,report_only
0001193805-22-001168,2022-08-15,,50725,GRIFFON CORP  (GFF)  (CIK 0000050725),GFF,GFF,ticker,1666,True,True,2022-08-16,VAL,report_only
0001193125-22-222409,2022-08-16,,60714,"LSB INDUSTRIES, INC.  (LXU)  (CIK 0000060714)",LXU,LXU,ticker,1667,True,True,2022-08-17,VAL,report_only
0001193125-22-224148,2022-08-18,,1877322,ESAB Corp  (ESAB)  (CIK 0001877322),ESAB,ESAB,ticker,1669,True,True,2022-08-19,VAL,report_only
0000950142-22-002588,2022-08-24,,1787425,XP Inc.  (XP)  (CIK 0001787425),XP,XP,ticker,1673,True,True,2022-08-25,VAL,report_only
0001213900-22-051125,2022-08-25,,1505155,"Upland Software, Inc.  (UPLD)  (CIK 0001505155)",UPLD,UPLD,ticker,1674,True,True,2022-08-26,VAL,report_only
0000921895-22-002573,2022-08-29,,1857475,Dole plc  (DOLE)  (CIK 0001857475),DOLE,DOLE,ticker,1676,True,True,2022-08-30,VAL,report_only
0001193125-22-237943,2022-09-02,,1606366,"El Pollo Loco Holdings, Inc.  (LOCO)  (CIK 0001606366)",LOCO,LOCO,ticker,1680,True,True,2022-09-06,VAL,report_only
0001140361-22-032392,2022-09-06,,1806347,"Westrock Coffee Co  (WEST, WESTW)  (CIK 0001806347)",,WEST,cik,1681,True,True,2022-09-07,VAL,report_only
0001193125-22-242921,2022-09-12,,1658566,Permian Resources Corp  (PR)  (CIK 0001658566),PR,PR,ticker,1685,True,True,2022-09-13,VAL,report_only
0001104659-22-100444,2022-09-15,,1567683,"Clearway Energy, Inc.  (CWEN, CWEN-A)  (CIK 0001567683)",,CWEN,cik,1688,True,True,2022-09-16,VAL,report_only
0001104659-22-100898,2022-09-16,,885550,CREDIT ACCEPTANCE CORP  (CACC)  (CIK 0000885550),CACC,CACC,ticker,1689,True,True,2022-09-19,VAL,report_only
0001213900-22-056984,2022-09-19,,1849820,"Nauticus Robotics, Inc.  (KITT, KITTW)  (CIK 0001849820)",,KITT,cik,1690,True,True,2022-09-20,VAL,report_only
0001104659-22-101211,2022-09-19,,1808997,"American Outdoor Brands, Inc.  (AOUT)  (CIK 0001808997)",AOUT,AOUT,ticker,1690,True,True,2022-09-20,VAL,report_only
0000902664-22-004337,2022-09-22,,1611647,"Freshpet, Inc.  (FRPT)  (CIK 0001611647)",FRPT,FRPT,ticker,1693,True,True,2022-09-23,VAL,report_only
0000807249-22-000118,2022-09-23,,1132105,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.  (SPWH)  (CIK 0001132105)",SPWH,SPWH,ticker,1694,True,True,2022-09-26,VAL,report_only
0000904853-22-000002,2022-09-23,,873860,OCWEN FINANCIAL CORP  (ONIT)  (CIK 0000873860),ONIT,ONIT,ticker,1694,True,True,2022-09-26,VAL,report_only
0001213900-22-058958,2022-09-26,,1830081,"Rumble Inc.  (RUM, RUMBW)  (CIK 0001830081)",,RUM,cik,1695,True,True,2022-09-27,VAL,report_only
0001214659-22-011485,2022-09-26,,784199,"ARTIVION, INC.  (AORT)  (CIK 0000784199)",AORT,AORT,ticker,1695,True,True,2022-09-27,VAL,report_only
0001140361-22-035866,2022-10-03,,1280058,BLACKBAUD INC  (BLKB)  (CIK 0001280058),BLKB,BLKB,ticker,1700,True,True,2022-10-04,VAL,report_only
0001213900-22-061963,2022-10-04,,1664703,Bloom Energy Corp  (BE)  (CIK 0001664703),BE,BE,ticker,1701,True,True,2022-10-05,VAL,report_only
0001493152-22-027966,2022-10-07,,1854963,"SHF Holdings, Inc.  (SHFS, SHFSW)  (CIK 0001854963)",,SHFS,cik,1704,True,True,2022-10-10,VAL,report_only
0001341004-22-000268,2022-10-12,,1847986,"Dragonfly Energy Holdings Corp.  (DFLI, DFLIW)  (CIK 0001847986)",,DFLI,cik,1707,True,True,2022-10-13,VAL,report_only
0000919574-22-005952,2022-10-13,,1679049,"International Seaways, Inc.  (INSW)  (CIK 0001679049)",INSW,INSW,ticker,1708,True,True,2022-10-14,VAL,report_only
0000950103-22-017718,2022-10-13,,1895262,"Noble Corp plc  (NE, NBLWF, NE-WT, NE-WTA)  (CIK 0001895262)",,NE,cik,1708,True,True,2022-10-14,VAL,report_only
0001193805-22-001434,2022-10-20,,1674101,Vertiv Holdings Co  (VRT)  (CIK 0001674101),VRT,VRT,ticker,1713,True,True,2022-10-21,VAL,report_only
0001193125-22-266721,2022-10-21,,1227654,COMPASS MINERALS INTERNATIONAL INC  (CMP)  (CIK 0001227654),CMP,CMP,ticker,1714,True,True,2022-10-24,VAL,report_only
0001140361-22-038074,2022-10-21,,1703056,ADT Inc.  (ADT)  (CIK 0001703056),ADT,ADT,ticker,1714,True,True,2022-10-24,VAL,report_only
0000947871-22-001102,2022-10-26,,1828016,Playtika Holding Corp.  (PLTK)  (CIK 0001828016),PLTK,PLTK,ticker,1717,True,True,2022-10-27,VAL,report_only
0001104659-22-113889,2022-11-02,,1928446,"Granite Ridge Resources, Inc.  (GRNT)  (CIK 0001928446)",GRNT,GRNT,ticker,1722,True,True,2022-11-03,VAL,report_only
0001539497-22-001725,2022-11-03,,1219601,CROWN HOLDINGS INC  (CCK)  (CIK 0001219601),CCK,CCK,ticker,1723,True,True,2022-11-04,VAL,report_only
0000950103-22-019249,2022-11-07,,1899830,"Perfect Corp.  (PERF, PERF-WT)  (CIK 0001899830)",,PERF,cik,1725,True,True,2022-11-08,VAL,report_only
0000897069-22-000602,2022-11-07,,1831868,"SeaStar Medical Holding Corp  (ICU, ICUCW)  (CIK 0001831868)",,ICU,cik,1725,True,True,2022-11-08,VAL,report_only
0001062993-22-021849,2022-11-10,,1595974,"MAGNITE, INC.  (MGNI)  (CIK 0001595974)",MGNI,MGNI,ticker,1728,True,True,2022-11-11,VAL,report_only
0001193125-22-281504,2022-11-10,,1433195,APPFOLIO INC  (APPF)  (CIK 0001433195),APPF,APPF,ticker,1728,True,True,2022-11-11,VAL,report_only
0001193125-22-282631,2022-11-10,,60714,"LSB INDUSTRIES, INC.  (LXU)  (CIK 0000060714)",LXU,LXU,ticker,1728,True,True,2022-11-11,VAL,report_only
0001193125-22-288740,2022-11-18,,1671858,"ARS Pharmaceuticals, Inc.  (SPRY)  (CIK 0001671858)",SPRY,SPRY,ticker,1734,True,True,2022-11-21,VAL,report_only
0001493152-22-033146,2022-11-21,,1044777,OneSpan Inc.  (OSPN)  (CIK 0001044777),OSPN,OSPN,ticker,1735,True,True,2022-11-22,VAL,report_only
0001193125-22-292018,2022-11-23,,1743759,"Corsair Gaming, Inc.  (CRSR)  (CIK 0001743759)",CRSR,CRSR,ticker,1737,True,True,2022-11-25,VAL,report_only
0001104659-22-122435,2022-11-28,,1781174,"Acrivon Therapeutics, Inc.  (ACRV)  (CIK 0001781174)",ACRV,ACRV,ticker,1739,True,True,2022-11-29,VAL,report_only
0000921895-22-003146,2022-12-01,,1704715,"Alpha Metallurgical Resources, Inc.  (AMR)  (CIK 0001704715)",AMR,AMR,ticker,1742,True,True,2022-12-02,VAL,report_only
0000899140-22-000826,2022-12-08,,701985,"Bath & Body Works, Inc.  (BBWI)  (CIK 0000701985)",BBWI,BBWI,ticker,1747,True,True,2022-12-09,VAL,report_only
0001193805-22-001686,2022-12-09,,933036,RENT A CENTER INC DE  (UPBD)  (CIK 0000933036),UPBD,UPBD,ticker,1748,True,True,2022-12-12,VAL,report_only
0000902664-22-005089,2022-12-09,,1309108,WEX Inc.  (WEX)  (CIK 0001309108),WEX,WEX,ticker,1748,True,True,2022-12-12,VAL,report_only
0001068238-22-000254,2022-12-16,,1378239,"Central North Airport Group  (OMAB, GAERF)  (CIK 0001378239)",,OMAB,cik,1753,True,True,2022-12-19,VAL,report_only
0001193125-22-307453,2022-12-16,,1827090,"Certara, Inc.  (CERT)  (CIK 0001827090)",CERT,CERT,ticker,1753,True,True,2022-12-19,VAL,report_only
0001193125-22-308478,2022-12-20,,1937926,Brookfield Asset Management Ltd.  (BAM)  (CIK 0001937926),BAM,BAM,ticker,1755,True,True,2022-12-21,VAL,report_only
0000919574-22-007135,2022-12-20,,909494,TUCOWS INC /PA/  (TCX)  (CIK 0000909494),TCX,TCX,ticker,1755,True,True,2022-12-21,VAL,report_only
0001104659-22-129881,2022-12-23,,1481513,"JinkoSolar Holding Co., Ltd.  (JKS)  (CIK 0001481513)",JKS,JKS,ticker,1758,True,True,2022-12-27,VAL,report_only
0001104659-22-129880,2022-12-23,,1922097,"Lanvin Group Holdings Ltd  (LANV, LANV-WT)  (CIK 0001922097)",,LANV,cik,1758,True,True,2022-12-27,VAL,report_only
0001193125-23-008332,2023-01-13,,1620459,"James River Group Holdings, Ltd.  (JRVR)  (CIK 0001620459)",JRVR,JRVR,ticker,1771,True,True,2023-01-17,VAL,report_only
0001019056-23-000073,2023-01-26,,1009829,JAKKS PACIFIC INC  (JAKK)  (CIK 0001009829),JAKK,JAKK,ticker,1779,True,True,2023-01-27,VAL,report_only
0001587987-23-000044,2023-01-31,,1587987,"NewtekOne, Inc.  (NEWT, NEWTG, NEWTI, NEWTZ)  (CIK 0001587987)",,NEWT,cik,1782,True,True,2023-02-01,VAL,report_only
0000950142-23-000274,2023-02-06,,1003078,MSC INDUSTRIAL DIRECT CO INC  (MSM)  (CIK 0001003078),MSM,MSM,ticker,1786,True,True,2023-02-07,VAL,report_only
0001193805-23-000094,2023-02-06,,84748,ROGERS CORP  (ROG)  (CIK 0000084748),ROG,ROG,ticker,1786,True,True,2023-02-07,VAL,report_only
0001213900-23-009764,2023-02-09,,1464790,"B. Riley Financial, Inc.  (RILY, RILYG, RILYK, RILYL, RILYM, RILYN, RILYP, RILYT, RILYZ)  (CIK 0001464790)",,RILY,cik,1789,True,True,2023-02-10,VAL,report_only
0001085146-23-000831,2023-02-09,,730263,THOR INDUSTRIES INC  (THO)  (CIK 0000730263),THO,THO,ticker,1789,True,True,2023-02-10,VAL,report_only
0001104659-23-021929,2023-02-14,,1727196,Scholar Rock Holding Corp  (SRRK)  (CIK 0001727196),SRRK,SRRK,ticker,1792,True,True,2023-02-15,VAL,report_only
0001341004-23-000080,2023-02-16,,1612720,NextDecade Corp.  (NEXT)  (CIK 0001612720),NEXT,NEXT,ticker,1794,True,True,2023-02-17,VAL,report_only
0001104659-23-023787,2023-02-21,,350698,"AUTONATION, INC.  (AN)  (CIK 0000350698)",AN,AN,ticker,1796,True,True,2023-02-22,VAL,report_only
0001866581-23-000028,2023-02-21,,1866581,Dutch Bros Inc.  (BROS)  (CIK 0001866581),BROS,BROS,ticker,1796,True,True,2023-02-22,VAL,report_only
0001140361-23-008306,2023-02-23,,1941536,"Bridger Aerospace Group Holdings, Inc.  (BAER, BAERW)  (CIK 0001941536)",,BAER,cik,1798,True,True,2023-02-24,VAL,report_only
0001628280-23-005044,2023-02-24,,1933414,"Mineralys Therapeutics, Inc.  (MLYS)  (CIK 0001933414)",MLYS,MLYS,ticker,1799,True,True,2023-02-27,VAL,report_only
0001104659-23-025321,2023-02-24,,912958,"MILLICOM INTERNATIONAL CELLULAR SA  (TIGO, MLCMF)  (CIK 0000912958)",,TIGO,cik,1799,True,True,2023-02-27,VAL,report_only
0001829126-23-001667,2023-02-24,,1883814,"Southland Holdings, Inc.  (SLND, SLND-WT)  (CIK 0001883814)",,SLND,cik,1799,True,True,2023-02-27,VAL,report_only
0001628280-23-005107,2023-02-27,,1712184,"Liberty Latin America Ltd.  (LILA, LILAB, LILAK)  (CIK 0001712184)",,LILA,cik,1800,True,True,2023-02-28,VAL,report_only
0001213900-23-014812,2023-02-27,,1841425,"Verde Clean Fuels, Inc.  (VGAS, VGASW)  (CIK 0001841425)",,VGAS,cik,1800,True,True,2023-02-28,VAL,report_only
0001193125-23-056565,2023-03-01,,835324,"Stock Yards Bancorp, Inc.  (SYBT)  (CIK 0000835324)",SYBT,SYBT,ticker,1802,True,True,2023-03-02,VAL,report_only
0001104659-23-029060,2023-03-06,,1596961,"RumbleOn, Inc.  (RMBL)  (CIK 0001596961)",RMBL,RDNW,cik,1805,True,True,2023-03-07,VAL,report_only
0000902664-23-002132,2023-03-06,,1046102,RITCHIE BROS AUCTIONEERS INC  (RBA)  (CIK 0001046102),RBA,RBA,ticker,1805,True,True,2023-03-07,VAL,report_only
0001104659-23-028984,2023-03-06,,1672619,"Enliven Therapeutics, Inc.  (ELVN)  (CIK 0001672619)",ELVN,ELVN,ticker,1805,True,True,2023-03-07,VAL,report_only
0000904853-23-000005,2023-03-14,,910612,CBL & ASSOCIATES PROPERTIES INC  (CBL)  (CIK 0000910612),CBL,CBL,ticker,1811,True,True,2023-03-15,VAL,report_only
0000929638-23-000841,2023-03-15,,1524025,"TILLY'S, INC.  (TLYS)  (CIK 0001524025)",TLYS,TLYS,ticker,1812,True,True,2023-03-16,VAL,report_only
0001749474-23-000002,2023-03-16,,1423869,PCB BANCORP  (PCB)  (CIK 0001423869),PCB,PCB,ticker,1813,True,True,2023-03-17,VAL,report_only
0000902664-23-002313,2023-03-20,,939767,"EXELIXIS, INC.  (EXEL)  (CIK 0000939767)",EXEL,EXEL,ticker,1815,True,True,2023-03-21,VAL,report_only
0000902664-23-002314,2023-03-21,,1829726,Triple Flag Precious Metals Corp.  (TFPM)  (CIK 0001829726),TFPM,TFPM,ticker,1816,True,True,2023-03-22,VAL,report_only
0001193805-23-000380,2023-03-23,,1493761,Turtle Beach Corp  (HEAR)  (CIK 0001493761),HEAR,TBCH,cik,1818,True,True,2023-03-24,VAL,report_only
0001214659-23-004392,2023-03-29,,1036262,INTEST CORP  (INTT)  (CIK 0001036262),INTT,INTT,ticker,1822,True,True,2023-03-30,VAL,report_only
0000921895-23-000806,2023-03-31,,1201792,AMERICAN PUBLIC EDUCATION INC  (APEI)  (CIK 0001201792),APEI,APEI,ticker,1824,True,True,2023-04-03,VAL,report_only
0001193125-23-091045,2023-04-04,,1604174,"Eagle Point Credit Co Inc.  (ECC, ECCC, ECCF, ECCV, ECCW, ECCX, ECC-PD)  (CIK 0001604174)",,ECC,cik,1826,True,True,2023-04-05,VAL,report_only
0000902664-23-002466,2023-04-05,,1737706,Seadrill Ltd  (SDRL)  (CIK 0001737706),SDRL,SDRL,ticker,1827,True,True,2023-04-06,VAL,report_only
0001104659-23-043589,2023-04-10,,1095651,Safehold Inc.  (SAFE)  (CIK 0001095651),SAFE,SAFE,ticker,1829,True,True,2023-04-11,VAL,report_only
0001398344-23-007377,2023-04-17,,1468091,VEON Ltd.  (VEON)  (CIK 0001468091),VEON,VEON,ticker,1834,True,True,2023-04-18,VAL,report_only
0001398344-23-007941,2023-04-27,,1000694,NOVAVAX INC  (NVAX)  (CIK 0001000694),NVAX,NVAX,ticker,1842,True,True,2023-04-28,VAL,report_only
0001193125-23-127417,2023-04-28,,1952073,Madison Square Garden Entertainment Corp.  (MSGE)  (CIK 0001952073),MSGE,MSGE,ticker,1843,True,True,2023-05-01,VAL,report_only
0001104659-23-055489,2023-05-03,,1828016,Playtika Holding Corp.  (PLTK)  (CIK 0001828016),PLTK,PLTK,ticker,1846,True,True,2023-05-04,VAL,report_only
0001193125-23-140847,2023-05-10,,876883,Stagwell Inc  (STGW)  (CIK 0000876883),STGW,STGW,ticker,1851,True,True,2023-05-11,VAL,report_only
0001140361-23-024384,2023-05-12,,866829,HELIX ENERGY SOLUTIONS GROUP INC  (HLX)  (CIK 0000866829),HLX,HOS,cik,1853,True,True,2023-05-15,VAL,report_only
0001193125-23-149422,2023-05-19,,1759824,"ALTA EQUIPMENT GROUP INC.  (ALTG, ALTG-PA)  (CIK 0001759824)",,ALTG,cik,1858,True,True,2023-05-22,VAL,report_only
0001085146-23-002488,2023-05-26,,1384905,"RingCentral, Inc.  (RNG)  (CIK 0001384905)",RNG,RNG,ticker,1863,True,True,2023-05-30,VAL,report_only
0001213900-23-043557,2023-05-26,,1057060,MARINEMAX INC  (HZO)  (CIK 0001057060),HZO,HZO,ticker,1863,True,True,2023-05-30,VAL,report_only
0001104659-23-065437,2023-05-26,,1495222,"Oxford Lane Capital Corp.  (OXLC, OXLCI, OXLCL, OXLCN, OXLCO, OXLCP, OXLCZ)  (CIK 0001495222)",,OXLC,cik,1863,True,True,2023-05-30,VAL,report_only
0001140361-23-028095,2023-06-02,,1855447,"TIGO ENERGY, INC.  (TYGO)  (CIK 0001855447)",TYGO,TYGO,ticker,1867,True,True,2023-06-05,VAL,report_only
0001193125-23-164541,2023-06-09,,797721,VIASAT INC  (VSAT)  (CIK 0000797721),VSAT,VSAT,ticker,1872,True,True,2023-06-12,VAL,report_only
0001214659-23-008382,2023-06-09,,918251,MOTORCAR PARTS OF AMERICA INC  (MPAA)  (CIK 0000918251),MPAA,MPAA,ticker,1872,True,True,2023-06-12,VAL,report_only
0001193125-23-165265,2023-06-12,,1601485,"Elicio Therapeutics, Inc.  (ELTX)  (CIK 0001601485)",ELTX,ELTX,ticker,1873,True,True,2023-06-13,VAL,report_only
0001193125-23-165439,2023-06-12,,1705843,"Cibus, Inc.  (CBUS)  (CIK 0001705843)",CBUS,CBUS,ticker,1873,True,True,2023-06-13,VAL,report_only
0001193805-23-000851,2023-06-13,,1680062,"ACM Research, Inc.  (ACMR)  (CIK 0001680062)",ACMR,ACMR,ticker,1874,True,True,2023-06-14,VAL,report_only
0001193125-23-166839,2023-06-14,,1775734,"Beneficient  (BENF, BENFW)  (CIK 0001775734)",,BENF,cik,1875,True,True,2023-06-15,VAL,report_only
0001104659-23-072978,2023-06-20,,1845437,"NET Power Inc.  (NPWR, NPWR-WT)  (CIK 0001845437)",,NPWR,cik,1878,True,True,2023-06-21,VAL,report_only
0001140361-23-030960,2023-06-22,,1950246,Metals Acquisition Ltd  (MTAL)  (CIK 0001950246),MTAL,MTAL,ticker,1880,True,True,2023-06-23,VAL,report_only
0001104659-23-074235,2023-06-23,,1612720,NextDecade Corp.  (NEXT)  (CIK 0001612720),NEXT,NEXT,ticker,1881,True,True,2023-06-26,VAL,report_only
0000921895-23-001570,2023-06-23,,1666071,"Cardlytics, Inc.  (CDLX)  (CIK 0001666071)",CDLX,CDLX,ticker,1881,True,True,2023-06-26,VAL,report_only
0000902664-23-003734,2023-06-26,,1847064,"Colombier Acquisition Corp.  (PSQH, PSQH-WT)  (CIK 0001847064)",,PSQH,cik,1882,True,True,2023-06-27,VAL,report_only
0001058854-23-000024,2023-06-28,,1132105,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.  (SPWH)  (CIK 0001132105)",SPWH,SPWH,ticker,1884,True,True,2023-06-29,VAL,report_only
0001193805-23-000930,2023-06-30,,1174169,"ALGONQUIN POWER & UTILITIES CORP.  (AQN, AQNB, AGQPF)  (CIK 0001174169)",,AQN,cik,1886,True,True,2023-07-03,VAL,report_only
0000950157-23-000723,2023-06-30,,1818383,"MediaAlpha, Inc.  (MAX)  (CIK 0001818383)",MAX,MAX,ticker,1886,True,True,2023-07-03,VAL,report_only
0001140361-23-032776,2023-07-03,,1687187,"Ramaco Resources, Inc.  (METC, METCB, METCL)  (CIK 0001687187)",,METC,cik,1887,True,True,2023-07-05,VAL,report_only
0001193805-23-000935,2023-07-03,,101984,UNIVERSAL ELECTRONICS INC  (UEIC)  (CIK 0000101984),UEIC,UEIC,ticker,1887,True,True,2023-07-05,VAL,report_only
0000902664-23-003840,2023-07-06,,1049521,MERCURY SYSTEMS INC  (MRCY)  (CIK 0001049521),MRCY,MRCY,ticker,1889,True,True,2023-07-07,VAL,report_only
0001193125-23-183809,2023-07-07,,1598646,"Minerva Neurosciences, Inc.  (NERV)  (CIK 0001598646)",NERV,NERV,ticker,1890,True,True,2023-07-10,VAL,report_only
0001193125-23-183372,2023-07-07,,1472012,Immunome Inc.  (IMNM)  (CIK 0001472012),IMNM,IMNM,ticker,1890,True,True,2023-07-10,VAL,report_only
0001104659-23-081632,2023-07-17,,1879016,Ivanhoe Electric Inc.  (IE)  (CIK 0001879016),IE,IE,ticker,1896,True,True,2023-07-18,VAL,report_only
0001985460-23-000001,2023-07-18,,1958217,"Lifezone Metals Ltd  (LZM, LZM-WT)  (CIK 0001958217)",,LZM,cik,1897,True,True,2023-07-19,VAL,report_only
0001104659-23-082463,2023-07-20,,1958140,"Atlanta Braves Holdings, Inc.  (BATRA, BATRB, BATRK)  (CIK 0001958140)",,BATRA,cik,1899,True,True,2023-07-21,VAL,report_only
0001213900-23-060427,2023-07-28,,1837607,"AEON Biopharma, Inc.  (AEON)  (CIK 0001837607)",AEON,AEON,ticker,1905,True,True,2023-07-31,VAL,report_only
0001213900-23-060435,2023-07-28,,849399,Gen Digital Inc.  (GEN)  (CIK 0000849399),GEN,GEN,ticker,1905,True,True,2023-07-31,VAL,report_only
0000060086-23-000140,2023-08-02,,21175,CNA FINANCIAL CORP  (CNA)  (CIK 0000021175),CNA,CNA,ticker,1908,True,True,2023-08-03,VAL,report_only
0001140361-23-038327,2023-08-07,,60714,"LSB INDUSTRIES, INC.  (LXU)  (CIK 0000060714)",LXU,LXU,ticker,1911,True,True,2023-08-08,VAL,report_only
0001213900-23-066230,2023-08-11,,1596961,"RumbleOn, Inc.  (RMBL)  (CIK 0001596961)",RMBL,RDNW,cik,1915,True,True,2023-08-14,VAL,report_only
0001193125-23-210733,2023-08-11,,1718227,"Construction Partners, Inc.  (ROAD)  (CIK 0001718227)",ROAD,ROAD,ticker,1915,True,True,2023-08-14,VAL,report_only
0000921895-23-001902,2023-08-11,,1612630,JOINT Corp  (JYNT)  (CIK 0001612630),JYNT,JYNT,ticker,1915,True,True,2023-08-14,VAL,report_only
0000902664-23-004496,2023-08-17,,898437,"Anika Therapeutics, Inc.  (ANIK)  (CIK 0000898437)",ANIK,ANIK,ticker,1919,True,True,2023-08-18,VAL,report_only
0001193805-23-001197,2023-08-18,,1546417,"Bloomin' Brands, Inc.  (BLMN)  (CIK 0001546417)",BLMN,BLMN,ticker,1920,True,True,2023-08-21,VAL,report_only
0001104659-23-093361,2023-08-18,,1476034,Metropolitan Bank Holding Corp.  (MCB)  (CIK 0001476034),MCB,MCB,ticker,1920,True,True,2023-08-21,VAL,report_only
