symbol,H1-2025,H2-2025,VAL,INTERSECT
RITM-D,True,True,True,True
RITM-E,False,False,True,False
RITM-F,False,False,True,False
RITR,True,True,True,True
RIV,True,True,True,True
RIV-A,True,True,True,True
RIVN,True,True,True,True
RJDI,False,False,True,False
RJET,False,False,True,False
RJF,True,True,True,True
RJF-B,True,True,False,False
RJMG,True,True,False,False
RJMI,False,False,True,False
RJVI,False,False,True,False
RKDA,True,True,True,True
RKLB,True,True,True,True
RKLX,False,True,True,False
RKLZ,False,False,True,False
RKNG,False,False,True,False
RKT,True,True,True,True
RKTL,False,False,True,False
RL,True,True,True,True
RLAY,True,True,True,True
RLGT,True,True,True,True
RLI,True,True,True,True
RLJ,True,True,True,True
RLJ-A,True,True,True,True
RLMD,True,True,True,True
RLTY,True,True,True,True
RLX,True,True,True,True
RLY,True,True,True,True
RLYB,True,True,True,True
RM,True,True,True,True
RMAX,True,True,True,True
RMBI,True,True,True,True
RMBL,True,False,False,False
RMBS,True,True,True,True
RMCA,True,True,True,True
RMCF,True,True,True,True
RMCO,True,True,True,True
RMCOW,True,True,True,True
RMD,True,True,True,True
RMI,True,True,True,True
RMIF,True,True,True,True
RMM,True,True,True,True
RMME,False,False,True,False
RMMZ,True,True,True,True
RMNI,True,True,True,True
RMNY,True,True,True,True
RMOP,True,True,True,True
RMR,True,True,True,True
RMSG,True,True,True,True
RMSGW,True,True,True,True
RMT,True,True,True,True
RMTI,True,True,True,True
RNA,True,True,True,True
RNAC,True,True,True,True
RNAZ,True,True,True,True
RNBW,False,True,False,False
RND,True,True,True,True
RNEM,True,True,True,True
RNEW,True,False,False,False
RNG,True,True,True,True
RNGR,True,True,True,True
RNGT,False,False,True,False
RNGTU,False,False,True,False
RNGTW,False,False,True,False
RNIN,False,True,True,False
RNP,True,True,True,True
RNR,True,True,True,True
RNR-F,True,True,True,True
RNR-G,True,True,True,True
RNRG,True,True,True,True
RNST,True,True,True,True
RNTX,True,True,True,True
RNTY,False,True,True,False
RNW,True,True,True,True
RNWWW,True,True,True,True
RNWZ,True,True,True,True
RNXT,True,True,True,True
ROAD,True,True,True,True
ROAM,True,True,True,True
ROBN,True,True,True,True
ROBO,True,True,True,True
ROBT,True,True,True,True
ROCK,True,True,True,True
RODE,True,False,False,False
RODM,True,True,True,True
ROE,True,True,True,True
ROG,True,True,True,True
ROIS,True,False,False,False
ROIV,True,True,True,True
ROK,True,True,True,True
ROKT,True,True,True,True
ROKU,True,True,True,True
ROL,True,True,True,True
ROLR,True,True,True,True
ROM,True,True,True,True
ROMA,True,True,True,True
ROMO,True,True,True,True
RONB,False,False,True,False
ROOT,True,True,True,True
ROP,True,True,True,True
ROPE,True,True,True,True
RORO,True,False,False,False
ROSC,True,True,True,True
ROST,True,True,True,True
ROUS,True,True,True,True
RPAR,True,True,True,True
RPAY,True,True,True,True
RPD,True,True,True,True
RPG,True,True,True,True
RPGL,False,False,True,False
RPHS,True,True,True,True
RPID,True,True,True,True
RPM,True,True,True,True
RPRX,True,True,True,True
RPT,True,True,True,True
RPT-C,False,True,True,False
RPTX,True,True,False,False
RPV,True,True,True,True
RQI,True,True,True,True
RR,True,True,True,True
RRBI,True,True,True,True
RRC,True,True,True,True
RRGB,True,True,True,True
RRR,True,True,True,True
RRX,True,True,True,True
RS,True,True,True,True
RSBA,True,True,True,True
RSBT,True,True,True,True
RSBY,True,True,True,True
RSDE,True,True,True,True
RSEE,True,True,True,True
RSF,True,True,True,True
RSG,True,True,True,True
RSHO,True,True,True,True
RSI,True,True,True,True
RSJN,True,True,True,True
RSKD,True,True,True,True
RSLS,True,False,False,False
RSMC,True,True,True,True
RSMR,False,True,True,False
RSMV,True,True,True,True
RSP,True,True,True,True
RSPA,True,True,True,True
RSPC,True,True,True,True
RSPD,True,True,True,True
RSPE,True,True,True,True
RSPF,True,True,True,True
RSPG,True,True,True,True
RSPH,True,True,True,True
RSPM,True,True,True,True
RSPN,True,True,True,True
RSPR,True,True,True,True
RSPS,True,True,True,True
RSPT,True,True,True,True
RSPU,True,True,True,True
RSSB,True,True,True,True
RSSE,True,True,True,True
RSSL,True,True,True,True
RSSS,True,True,True,True
RSST,True,True,True,True
RSSX,False,True,True,False
RSSY,True,True,True,True
RSVR,True,True,True,True
RSVRW,True,True,True,True
RTAC,False,True,True,False
RTACU,False,True,True,False
RTACW,False,True,True,False
RTAI,True,True,True,True
RTH,True,True,True,True
RTO,True,True,True,True
RTRE,True,True,True,True
RTX,True,True,True,True
RTXG,False,True,True,False
RTYY,False,False,True,False
RUBI,False,False,True,False
RULE,True,True,True,True
RUM,True,True,True,True
RUMBW,True,True,True,True
RUN,True,True,True,True
RUNN,True,True,True,True
RUSC,False,True,True,False
RUSHA,True,True,True,True
RUSHB,True,True,True,True
RVER,True,True,True,True
RVLV,True,True,True,True
RVMD,True,True,True,True
RVMDW,True,True,True,True
RVNL,False,True,True,False
RVNU,True,True,True,True
RVP,True,True,True,True
RVPH,True,True,True,True
RVPHW,True,True,False,False
RVRB,True,True,False,False
RVSB,True,True,True,True
RVSN,True,True,True,True
RVSNW,True,True,True,True
RVT,True,True,True,True
RVTY,True,True,True,True
RVYL,True,True,True,True
RW,False,True,True,False
RWAY,True,True,True,True
RWAYL,True,True,True,True
RWAYZ,True,True,False,False
RWEM,False,False,True,False
RWJ,True,True,True,True
RWK,True,True,True,True
RWL,True,True,True,True
RWLC,False,False,True,False
RWM,True,True,True,True
RWO,True,True,True,True
RWR,True,True,True,True
RWT,True,True,True,True
RWT-A,True,True,True,True
RWTN,True,True,True,True
RWTO,True,True,True,True
RWTP,True,True,True,True
RWTQ,False,False,True,False
RWX,True,True,True,True
RXD,True,True,True,True
RXI,True,True,True,True
RXL,True,True,True,True
RXO,True,True,True,True
RXRX,True,True,True,True
RXST,True,True,True,True
RXT,True,True,True,True
RY,True,True,True,True
RYAAY,True,True,True,True
RYAM,True,True,True,True
RYAN,True,True,True,True
RYDE,True,True,True,True
RYET,False,True,True,False
RYI,True,True,False,False
RYLD,True,True,True,True
RYLG,True,True,True,True
RYM,False,False,True,False
RYN,True,True,True,True
RYOJ,False,False,True,False
RYSE,True,True,False,False
RYTM,True,True,True,True
RZB,True,True,True,True
RZC,True,True,True,True
RZG,True,True,True,True
RZLT,True,True,True,True
RZLV,True,True,True,True
RZLVW,True,True,True,True
RZV,True,True,True,True
S,True,True,True,True
SA,True,True,True,True
SAA,True,True,True,True
SAAQU,False,False,True,False
SABA,True,True,True,True
SABR,True,True,True,True
SABS,True,True,True,True
SABSW,True,True,True,True
SAC,False,False,True,False
SAC+,False,False,True,False
SAC=,False,False,True,False
SACH,True,True,True,True
SACH-A,True,True,True,True
SAEF,True,True,True,True
SAFE,True,True,True,True
SAFT,True,True,True,True
SAFX,False,True,True,False
SAGE,True,False,False,False
SAGP,True,True,True,True
SAGT,False,True,True,False
SAH,True,True,True,True
SAIA,True,True,True,True
SAIC,True,True,True,True
SAIH,True,True,True,True
SAIHW,True,True,True,True
SAIL,False,True,True,False
SAJ,True,True,True,True
SAM,True,True,True,True
SAMG,True,True,True,True
SAMM,True,True,True,True
SAMT,True,True,True,True
SAN,True,True,True,True
SANA,True,True,True,True
SAND,True,False,False,False
SANG,True,True,True,True
SANM,True,True,True,True
SANW,True,False,False,False
SAP,True,True,True,True
SAPH,True,True,True,True
SAR,True,True,True,True
SARK,True,True,True,True
SARO,True,True,True,True
SAT,True,True,True,True
SATA,False,False,True,False
SATG,False,False,True,False
SATL,True,True,True,True
SATLW,True,True,True,True
SATO,True,True,True,True
SATS,True,True,True,True
SATX,True,False,False,False
SAUG,True,True,True,True
SAVA,True,True,False,False
SAWG,True,True,True,True
SAWS,True,True,True,True
SAY,True,True,True,True
SAZ,True,True,True,True
SB,True,True,True,True
SB-C,True,True,True,True
SB-D,True,True,True,True
SBAC,True,True,True,True
SBAR,False,True,True,False
SBB,True,True,True,True
SBC,True,True,True,True
SBCF,True,True,True,True
SBCWW,True,True,True,True
SBDS,False,True,False,False
SBET,True,True,True,True
SBEV,True,True,True,True
SBEV+,True,False,False,False
SBFG,True,True,True,True
SBFM,True,True,True,True
SBFMW,True,True,True,True
SBGI,True,True,True,True
SBH,True,True,True,True
SBI,True,True,True,True
SBIL,False,True,True,False
SBIO,True,True,True,True
SBIT,True,True,True,True
SBLK,True,True,True,True
SBND,True,True,True,True
SBR,True,True,True,True
SBRA,True,True,True,True
SBS,True,True,True,True
SBSI,True,True,True,True
SBSW,True,True,True,True
SBTU,False,False,True,False
SBU,False,False,True,False
SBUX,True,True,True,True
SBXD,True,True,True,True
SBXD+,True,True,True,True
SBXD=,True,True,True,True
SBXE,False,False,True,False
SBXE+,False,False,True,False
SBXE=,False,False,True,False
SCAG,False,True,True,False
SCAGW,False,True,True,False
SCAP,True,True,True,True
SCC,True,True,True,True
SCCC,True,False,False,False
SCCD,True,True,True,True
SCCE,True,True,True,True
SCCF,True,True,True,True
SCCG,True,True,True,True
SCCO,True,True,True,True
SCCR,False,True,True,False
SCD,True,True,True,True
SCDL,True,True,True,True
SCDS,True,True,True,True
SCDV,True,True,True,True
SCE-G,True,True,True,True
SCE-J,True,True,False,False
SCE-K,True,True,False,False
SCE-L,True,True,True,True
SCE-M,True,True,True,True
SCE-N,True,True,True,True
SCEC,False,True,True,False
SCEP,False,False,True,False
SCHA,True,True,True,True
SCHB,True,True,True,True
SCHC,True,True,True,True
SCHD,True,True,True,True
SCHE,True,True,True,True
SCHF,True,True,True,True
SCHG,True,True,True,True
SCHH,True,True,True,True
SCHI,True,True,True,True
SCHJ,True,True,True,True
SCHK,True,True,True,True
SCHL,True,True,True,True
SCHM,True,True,True,True
SCHO,True,True,True,True
SCHP,True,True,True,True
SCHQ,True,True,True,True
SCHR,True,True,True,True
SCHV,True,True,True,True
SCHW,True,True,True,True
SCHW-D,True,True,True,True
SCHW-J,True,True,True,True
SCHX,True,True,True,True
SCHY,True,True,True,True
SCHZ,True,True,True,True
SCI,True,True,True,True
SCII,False,False,True,False
SCIIR,False,False,True,False
SCIIU,False,False,True,False
SCIO,True,True,True,True
SCJ,True,True,True,True
SCKT,True,True,True,True
SCL,True,True,True,True
SCLS,False,False,True,False
SCLX,True,True,True,True
SCLXW,True,True,True,True
SCLZ,True,True,True,True
SCM,True,True,True,True
SCMB,True,True,True,True
SCMC,False,False,True,False
SCNI,True,True,True,True
SCNM,False,False,True,False
SCNX,True,True,True,True
SCO,True,True,True,True
SCOR,True,True,True,True
SCOW,False,False,True,False
SCPH,True,False,False,False
SCPQU,False,False,True,False
SCS,True,True,False,False
SCSC,True,True,True,True
SCUS,True,True,True,True
SCVL,True,True,True,True
SCWO,True,True,True,True
SCYB,True,True,True,True
SCYX,True,True,True,True
SCZ,True,True,True,True
SCZM,False,False,True,False
SD,True,True,True,True
SDA,True,True,True,True
SDAWW,True,True,True,True
SDCI,True,True,True,True
SDCP,True,True,True,True
SDD,True,True,True,True
SDEM,True,True,True,True
SDFI,True,True,True,True
SDG,True,True,True,True
SDGR,True,True,True,True
SDHC,True,True,True,True
SDHI,False,True,True,False
SDHIR,False,True,True,False
SDHIU,False,True,True,False
SDHY,True,True,True,True
SDIV,True,True,True,True
SDM,False,True,True,False
SDOG,True,True,True,True
SDOT,True,True,True,True
SDOW,True,True,True,True
SDP,True,True,True,True
SDRL,True,True,True,True
SDS,True,True,True,True
SDSI,True,True,True,True
SDST,True,True,True,True
SDSTW,True,True,True,True
SDTY,False,True,True,False
SDVD,True,True,True,True
SDVY,True,True,True,True
SDY,True,True,True,True
SE,True,True,True,True
SEA,True,True,True,True
SEAL-A,True,True,True,True
SEAL-B,True,True,True,True
SEAT,True,True,True,True
SEATW,True,True,True,True
SEB,True,True,True,True
SECR,True,True,True,True
SECT,True,True,True,True
SECU,False,False,True,False
SEDG,True,True,True,True
SEE,True,True,False,False
SEED,True,True,True,True
SEEM,True,True,True,True
SEER,True,True,True,True
SEF,True,True,True,True
SEG,True,True,True,True
SEGG,False,True,True,False
SEI,True,True,True,True
SEIC,True,True,True,True
SEIE,True,True,True,True
SEIM,True,True,True,True
SEIQ,True,True,True,True
SEIS,True,True,True,True
SEIV,True,True,True,True
SEIX,True,True,True,True
SELF,True,True,True,True
SELV,True,True,True,True
SELX,True,True,True,True
SEM,True,True,True,True
SEMG,False,True,True,False
SEMI,True,True,True,True
SEMR,True,True,False,False
SEMY,False,False,True,False
SENEA,True,True,True,True
SENEB,True,True,True,True
SENS,True,True,True,True
SEPI,False,False,True,False
SEPM,True,True,True,True
SEPN,True,True,True,True
SEPP,True,True,True,True
SEPT,True,True,True,True
SEPU,True,True,True,True
SEPW,True,True,True,True
SEPZ,True,True,True,True
SER,True,True,True,True
SERA,True,True,True,True
SERV,True,True,True,True
SES,True,True,True,True
SES+,True,True,True,True
SETH,True,True,True,True
SETM,True,True,True,True
SEV,False,False,True,False
SEVN,True,True,True,True
SEZL,True,True,True,True
SF,True,True,True,True
SF-B,True,True,True,True
SF-C,True,True,True,True
SF-D,True,True,True,True
SFB,True,True,True,True
SFBC,True,True,True,True
SFBS,True,True,True,True
SFD,True,True,True,True
SFEB,True,True,True,True
SFGV,False,False,True,False
SFHG,True,True,True,True
SFIX,True,True,True,True
SFL,True,True,True,True
SFLO,True,True,True,True
SFLR,True,True,True,True
SFM,True,True,True,True
SFNC,True,True,True,True
SFST,True,True,True,True
SFTX,False,False,True,False
SFTY,False,True,True,False
SFWL,True,True,True,True
SFY,True,True,True,True
SFYF,True,True,True,True
SFYX,True,True,False,False
SG,True,True,True,True
SGA,True,True,True,True
SGBX,True,True,False,False
SGC,True,True,True,True
SGD,True,True,False,False
SGDJ,True,True,True,True
SGDM,True,True,True,True
SGHC,True,True,True,True
SGHT,True,True,True,True
SGI,False,True,True,False
SGLC,True,True,True,True
SGLY,True,True,True,True
SGMA,True,False,False,False
SGML,True,True,True,True
SGMO,True,True,True,True
SGMT,True,True,True,True
SGN,True,True,False,False
SGOL,True,True,True,True
SGOV,True,True,True,True
SGRP,True,True,True,True
SGRT,False,False,True,False
SGRW,False,False,True,False
SGRY,True,True,True,True
SGU,True,True,True,True
SGVT,False,True,True,False
SH,True,True,True,True
SHAG,True,True,True,True
SHAK,True,True,True,True
SHBI,True,True,True,True
SHC,True,True,True,True
SHCO,True,True,False,False
SHDG,True,True,True,True
SHE,True,True,True,True
SHEH,True,True,True,True
SHEL,True,True,True,True
SHEN,True,True,True,True
SHFS,True,True,True,True
SHFSW,True,True,True,True
SHG,True,True,True,True
SHIM,True,True,True,True
SHIP,True,True,True,True
SHLD,True,True,True,True
SHLS,True,True,True,True
SHM,True,True,True,True
SHMD,True,True,True,True
SHMDW,True,True,True,True
SHNY,True,True,True,True
SHO,True,True,True,True
SHO-H,True,True,True,True
SHO-I,True,True,True,True
SHOC,True,True,True,True
SHOO,True,True,True,True
SHOP,True,True,True,True
SHOT,True,False,False,False
SHOTW,True,False,False,False
SHPH,True,True,True,True
SHPP,True,True,True,True
SHPU,False,False,True,False
SHRT,True,True,True,True
SHRY,True,True,True,True
SHUS,True,True,True,True
SHV,True,True,True,True
SHW,True,True,True,True
SHY,True,True,True,True
SHYD,True,True,True,True
SHYF,True,False,False,False
SHYG,True,True,True,True
SHYL,True,True,True,True
SHYM,False,True,True,False
SI,False,True,True,False
SIBN,True,True,True,True
SID,True,True,True,True
SIDU,True,True,True,True
SIEB,True,True,True,True
SIF,True,True,True,True
SIFI,True,True,True,True
SIFY,True,True,True,True
SIG,True,True,True,True
SIGA,True,True,True,True
SIGI,True,True,True,True
SIGIP,True,True,True,True
SIHY,True,True,True,True
SII,True,True,True,True
SIJ,True,True,True,True
SIL,True,True,True,True
SILA,True,True,True,True
SILC,True,True,True,True
SILJ,True,True,True,True
SILO,True,True,True,True
SIM,True,True,True,True
SIMA,True,True,True,True
SIMAU,True,True,True,True
SIMAW,True,True,True,True
SIMO,True,True,True,True
SIMS,True,True,True,True
SINT,True,True,True,True
SIO,True,True,True,True
SION,False,True,True,False
SIOO,False,False,True,False
SIRI,True,True,True,True
SISI,True,False,False,False
SITC,True,True,True,True
SITE,True,True,True,True
SITM,True,True,True,True
SIVR,True,True,True,True
SIXA,True,True,True,True
SIXD,True,True,True,True
SIXF,True,True,True,True
SIXG,True,True,False,False
SIXH,True,True,True,True
SIXJ,True,True,True,True
SIXL,True,True,True,True
SIXO,True,True,True,True
SIXP,True,True,True,True
SIXS,True,True,True,True
SIXZ,True,True,True,True
SIZE,True,True,True,True
SJ,True,True,True,True
SJB,True,True,True,True
SJCP,True,True,True,True
SJLD,True,True,True,True
SJM,True,True,True,True
SJNK,True,True,True,True
SJT,True,True,True,True
SKBL,True,True,True,True
SKE,True,True,True,True
SKF,True,True,True,True
SKIL,True,True,True,True
SKIN,True,True,True,True
SKK,True,True,True,True
SKLZ,True,True,True,True
SKM,True,True,True,True
SKOR,True,True,True,True
SKRE,True,True,True,True
SKT,True,True,True,True
SKWD,True,True,True,True
SKX,True,False,False,False
SKY,True,True,True,True
SKYE,True,True,True,True
SKYH,True,True,True,True
SKYH+,True,True,True,True
SKYQ,True,True,True,True
SKYT,True,True,True,True
SKYU,True,True,True,True
SKYW,True,True,True,True
SKYX,True,True,True,True
SKYY,True,True,True,True
SLAB,True,True,True,True
SLAI,False,False,True,False
SLB,True,True,True,True
SLDB,True,True,True,True
SLDE,False,True,True,False
SLDP,True,True,True,True
SLDPW,True,True,True,True
SLDR,True,True,True,True
SLE,True,True,True,True
SLF,True,True,True,True
SLG,True,True,True,True
SLG-I,True,True,True,True
SLGB,False,False,True,False
SLGL,True,True,True,True
SLGN,True,True,True,True
SLI,True,True,True,True
SLJY,False,False,True,False
SLM,True,True,True,True
SLMBP,True,True,True,True
SLMT,False,False,True,False
SLN,True,True,True,True
SLND,True,True,True,True
SLND+,True,True,True,True
SLNG,True,True,True,True
SLNH,True,True,True,True
SLNHP,True,True,True,True
SLNO,True,True,True,True
SLNZ,True,True,True,True
SLON,False,True,True,False
SLP,True,True,True,True
SLQD,True,True,True,True
SLQT,True,True,True,True
SLRC,True,True,True,True
SLRX,True,True,False,False
SLS,True,True,True,True
SLSN,False,True,True,False
SLSR,True,True,True,True
SLTY,False,False,True,False
SLV,True,True,True,True
SLVM,True,True,True,True
SLVO,True,True,True,True
SLVP,True,True,True,True
SLVR,True,True,True,True
SLX,True,True,True,True
SLXN,True,True,True,True
SLXNW,True,True,True,True
SLYG,True,True,True,True
SLYV,True,True,True,True
SM,True,True,True,True
SMA,False,True,True,False
SMAP,True,True,True,True
SMAX,True,True,True,True
SMAY,True,True,True,True
SMB,True,True,True,True
SMBC,True,True,True,True
SMBK,True,True,True,True
SMBS,True,True,True,True
SMC,True,True,True,True
SMCF,True,True,True,True
SMCI,True,True,True,True
SMCL,True,True,True,True
SMCO,True,True,True,True
SMCX,True,True,True,True
SMCY,True,True,True,True
SMCZ,False,True,True,False
SMDD,True,True,True,True
SMDV,True,True,True,True
SMDX,False,True,True,False
SMFG,True,True,True,True
SMG,True,True,True,True
SMH,True,True,True,True
SMHB,True,True,True,True
SMHI,True,True,True,True
SMHX,True,True,True,True
SMI,True,False,False,False
SMID,True,True,True,True
SMIG,True,True,True,True
SMIN,True,True,True,True
SMIZ,True,True,True,True
SMJF,False,False,True,False
SMLF,True,True,True,True
SMLL,True,True,True,True
SMLR,True,True,False,False
SMLV,True,True,True,True
SMMD,True,True,True,True
SMMT,True,True,True,True
SMMU,True,True,True,True
SMMV,True,True,True,True
SMN,True,True,True,True
SMOG,True,True,True,True
SMOM,False,False,True,False
SMOT,True,True,True,True
SMOX,False,False,True,False
SMP,True,True,True,True
SMPL,True,True,True,True
SMQ,False,False,True,False
SMR,True,True,True,True
SMRI,True,True,True,True
SMRT,True,True,True,True
SMSI,True,True,True,True
SMST,True,True,True,True
SMTC,True,True,True,True
SMTH,True,True,True,True
SMTI,True,True,True,True
SMTK,True,True,True,True
SMU,False,True,True,False
SMUP,False,True,True,False
SMWB,True,True,True,True
SMX,True,True,True,True
SMXT,True,True,True,True
SMXWW,True,True,True,True
SMYY,False,False,True,False
SN,True,True,True,True
SNA,True,True,True,True
SNAG,False,False,True,False
SNAL,True,True,True,True
SNAP,True,True,True,True
SNAV,True,True,True,True
SNBR,True,True,True,True
SNCR,True,True,False,False
SNCY,True,True,True,True
SND,True,True,True,True
SNDA,True,True,True,True
SNDK,False,True,True,False
SNDL,True,True,True,True
SNDR,True,True,True,True
SNDX,True,True,True,True
SNES,True,True,True,True
SNEX,True,True,True,True
SNFCA,True,True,True,True
SNGX,True,True,True,True
SNN,True,True,True,True
SNOA,True,True,True,True
SNOU,False,True,True,False
SNOV,True,True,True,True
SNOW,True,True,True,True
SNOY,True,True,True,True
SNPD,True,True,True,True
SNPE,True,True,True,True
SNPG,True,True,True,True
SNPS,True,True,True,True
SNPV,True,True,False,False
SNPX,True,False,False,False
SNRE,True,False,False,False
SNSE,True,True,True,True
SNSR,True,True,True,True
SNT,True,True,True,True
SNTG,True,True,True,True
SNTH,False,True,True,False
SNTI,True,True,True,True
SNV,True,True,False,False
SNV-D,True,True,False,False
SNV-E,True,True,False,False
SNWV,False,True,True,False
SNX,True,True,True,True
SNXX,False,False,True,False
SNY,True,True,True,True
SNYR,True,True,True,True
SO,True,True,True,True
SOAR,True,True,True,True
SOBO,True,True,True,True
SOBR,True,True,True,True
SOC,True,True,True,True
SOCA,False,False,True,False
SOCAU,False,True,True,False
SOCAW,False,False,True,False
SOCL,True,True,True,True
SOEZ,False,False,True,False
SOFI,True,True,True,True
SOFR,True,True,True,True
SOFX,True,True,True,True
SOGP,True,True,True,True
SOHO,True,True,False,False
SOHOB,True,True,False,False
SOHON,True,True,False,False
SOHOO,True,True,False,False
SOHU,True,True,True,True
SOJC,True,True,True,True
SOJD,True,True,True,True
SOJE,True,True,True,True
SOJF,True,True,True,True
SOL,True,True,False,False
SOLC,False,False,True,False
SOLM,False,False,True,False
SOLR,True,True,True,True
SOLS,False,False,True,False
SOLT,False,True,True,False
SOLV,True,True,True,True
SOLX,False,False,True,False
SOLZ,False,True,True,False
SOMN,False,False,True,False
SON,True,True,True,True
SOND,True,False,False,False
SONDW,True,False,False,False
SONM,True,True,True,True
SONN,True,True,False,False
SONO,True,True,True,True
SONY,True,True,True,True
SOPA,True,True,True,True
SOPH,True,True,True,True
SOR,True,True,True,True
SORA,False,True,True,False
SORNU,False,False,True,False
SOS,True,True,True,True
SOTK,True,True,True,True
SOUL,False,True,True,False
SOUL=,False,True,True,False
SOUL^,False,True,True,False
SOUN,True,True,True,True
SOUNW,True,True,True,True
SOUX,False,True,True,False
SOVF,True,True,True,True
SOWG,True,True,True,True
SOXL,True,True,True,True
SOXQ,True,True,True,True
SOXS,True,True,True,True
SOXX,True,True,True,True
SOXY,True,True,True,True
SOYB,True,True,True,True
SPAB,True,True,True,True
SPAI,True,True,True,True
SPAM,True,True,True,True
SPAQ,True,True,True,True
SPB,True,True,True,True
SPBC,True,True,True,True
SPBO,True,True,True,True
SPBU,False,True,True,False
SPBW,True,True,True,True
SPBX,True,True,True,True
SPC,True,True,False,False
SPCB,True,True,True,True
SPCE,True,True,True,True
SPCT,False,False,True,False
SPCX,True,True,False,False
SPCY,False,True,False,False
SPCZ,True,True,True,True
SPD,True,True,True,True
SPDG,True,True,True,True
SPDN,True,True,True,True
SPDV,True,True,True,True
SPDW,True,True,True,True
SPE,True,True,True,True
SPE-C,True,True,True,True
SPEG,False,False,True,False
SPEGR,False,False,True,False
SPEGU,False,True,True,False
SPEM,True,True,True,True
SPEU,True,True,True,True
SPFF,True,True,True,True
SPFI,True,True,True,True
SPG,True,True,True,True
SPG-J,True,True,True,True
SPGI,True,True,True,True
SPGM,True,True,True,True
SPGP,True,True,True,True
SPH,True,True,True,True
SPHB,True,True,True,True
SPHD,True,True,True,True
SPHL,True,True,True,True
SPHQ,True,True,True,True
SPHR,True,True,True,True
SPHY,True,True,True,True
SPIB,True,True,True,True
SPIN,True,True,True,True
SPIP,True,True,True,True
SPIR,True,True,True,True
SPIT,False,False,True,False
SPKL,True,True,True,True
SPKLU,True,True,True,True
SPKLW,True,True,True,True
SPLB,True,True,True,True
SPLG,True,False,False,False
SPLS,False,False,True,False
SPLV,True,True,True,True
SPMA,True,True,True,True
SPMB,True,True,True,True
SPMC,True,True,True,True
SPMD,True,True,True,True
SPME,False,True,True,False
SPMO,True,True,True,True
SPMV,True,True,False,False
SPNS,True,True,False,False
SPNT,True,True,True,True
SPNT-B,True,True,False,False
SPOG,False,False,True,False
SPOK,True,True,True,True
SPOT,True,True,True,True
SPPL,True,True,True,True
SPPP,True,True,True,True
SPR,True,True,False,False
SPRB,False,False,True,False
SPRC,True,True,True,True
SPRE,True,True,True,True
SPRO,True,True,True,True
SPRU,True,True,True,True
SPRX,True,True,True,True
SPRY,True,True,True,True
SPSB,True,True,True,True
SPSC,True,True,True,True
SPSK,True,True,True,True
SPSM,True,True,True,True
SPT,True,True,True,True
SPTB,True,True,True,True
SPTE,True,True,True,True
SPTI,True,True,True,True
SPTL,True,True,True,True
SPTM,True,True,True,True
SPTN,True,False,False,False
SPTS,True,True,True,True
SPTU,False,False,True,False
SPUC,True,True,True,True
SPUS,True,True,True,True
SPUT,False,True,True,False
SPUU,True,True,True,True
SPVM,True,True,True,True
SPVU,True,True,False,False
SPWH,True,True,True,True
SPWO,True,True,True,True
SPWR,False,True,True,False
SPWRW,False,True,True,False
SPXC,True,True,True,True
SPXD,False,True,True,False
SPXE,True,True,True,True
SPXL,True,True,True,True
SPXM,False,True,False,False
SPXN,True,True,True,True
SPXS,True,True,True,True
SPXT,True,True,True,True
SPXU,True,True,True,True
SPXV,True,True,True,True
SPXX,True,True,True,True
SPY,True,True,True,True
SPYA,False,True,True,False
SPYC,True,True,True,True
SPYD,True,True,True,True
SPYG,True,True,True,True
SPYH,False,True,True,False
SPYI,True,True,True,True
SPYM,False,False,True,False
SPYQ,True,True,True,True
SPYT,True,True,True,True
SPYU,True,True,True,True
SPYV,True,True,True,True
SPYX,True,True,True,True
SQEW,True,False,False,False
SQFT,True,True,True,True
SQFTP,True,True,True,True
SQFTW,True,True,True,True
SQLV,True,True,True,True
SQM,True,True,True,True
SQMX,True,True,True,True
SQNS,True,True,True,True
SQQQ,True,True,True,True
SR,True,True,True,True
SR-A,True,True,False,False
SRAD,True,True,True,True
SRBK,True,True,True,True
SRCE,True,True,True,True
SRDX,True,False,False,False
SRE,True,True,True,True
SREA,True,True,True,True
SRET,True,True,True,True
SRFM,True,True,True,True
SRG,True,True,True,True
SRG-A,True,True,True,True
SRHQ,True,True,True,True
SRHR,True,True,True,True
SRI,True,True,True,True
SRJN,False,False,True,False
SRL,True,True,True,True
SRLN,True,True,True,True
SRM,True,False,False,False
SROI,True,True,True,True
SRPT,True,True,True,True
SRPU,False,False,True,False
SRRK,True,True,True,True
SRS,True,True,True,True
SRTA,False,False,True,False
SRTAW,False,False,True,False
SRTS,True,True,True,True
SRTY,True,True,True,True
SRV,True,True,True,True
SRVR,True,True,True,True
SRXH,False,True,True,False
SRZN,True,True,True,True
SRZNW,True,True,True,True
SSB,True,True,True,True
SSBI,True,True,True,True
SSBK,True,False,False,False
SSD,True,True,True,True
SSEA,False,False,True,False
SSEAR,False,False,True,False
SSEAU,False,False,True,False
SSFI,True,True,True,True
SSG,True,True,True,True
SSII,False,True,True,False
SSK,False,True,True,False
SSKN,True,True,False,False
SSL,True,True,True,True
SSM,False,False,True,False
SSNC,True,True,True,True
SSO,True,True,True,True
SSP,True,True,True,True
SSPX,True,False,False,False
SSPY,True,True,True,True
SSRM,True,True,True,True
SSS,False,False,True,False
SSSS,True,True,True,True
SSSSL,True,True,True,True
SST,True,True,True,True
SSTI,True,True,True,True
